date,id,username,text,retweets,favorites,permalink,mentions,hashtags,geo,emojis,lang,verified,replyCount,quoteCount,source,outlinks
"2019-01-01 23:52:19",1080250396499738624,"dadahassis","I'm at Café Design w/ @rafaellysouzaa @hannamikaely @sarauj15 @daisousa8 @matheuscarrera1 @thereza_assis @natinha_novaes https://t.co/spV8HsQORy",0,0,"https://twitter.com/dadahassis/status/1080250396499738624","@rafaellysouzaa @hannamikaely @sarauj15 @daisousa8 @matheuscarrera1 @thereza_assis @natinha_novaes","","","","en","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/0eMWdt7kOB9"
"2019-01-01 23:51:54",1080250292447383552,"dadahassis","I'm at Odonto Atual in São Paulo w/ @rafaellysouzaa @hannamikaely @sarauj15 @daisousa8 @matheuscarrera1 @thereza_assis @natinha_novaes https://t.co/EEk9d98zhX",0,0,"https://twitter.com/dadahassis/status/1080250292447383552","@rafaellysouzaa @hannamikaely @sarauj15 @daisousa8 @matheuscarrera1 @thereza_assis @natinha_novaes","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/exwKKBh5rI7"
"2019-01-01 23:51:32",1080250198620815362,"dadahassis","I'm at Museu da Associação Portuguesa de Desportos - Lusa in São Paulo  SP w/ @rafaellysouzaa @hannamikaely @sarauj15 @daisousa8 @matheuscarrera1 @thereza_assis @natinha_novaes https://t.co/rPkPjvigNl",0,0,"https://twitter.com/dadahassis/status/1080250198620815362","@rafaellysouzaa @hannamikaely @sarauj15 @daisousa8 @matheuscarrera1 @thereza_assis @natinha_novaes","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/ehxWkCZEyGc"
"2019-01-01 23:51:02",1080250073999654912,"dadahassis","I'm at @Telhanorte in São Paulo  SP w/ @rafaellysouzaa @hannamikaely @sarauj15 @daisousa8 @matheuscarrera1 @thereza_assis @natinha_novaes https://t.co/j2fZlpf1N5",0,0,"https://twitter.com/dadahassis/status/1080250073999654912","@Telhanorte @rafaellysouzaa @hannamikaely @sarauj15 @daisousa8 @matheuscarrera1 @thereza_assis @natinha_novaes","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/56Ld5Ycqww8"
"2019-01-01 23:22:39",1080242931494277120,"geo_nilo","Insuportável é feito irmã _natitavares  #naomelarga #semroles2019 em Tardezinha na Piscina https://t.co/XxIdvMSRYV",0,0,"https://twitter.com/geo_nilo/status/1080242931494277120","","#naomelarga #semroles2019","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BsHCxUkBg4b/?utm_source=ig_twitter_share&igshid=6t6o3zsei8e"
"2019-01-01 22:40:16",1080232264364118018,"cesar1rasec","Um #Feliz2019 pra todos... #avenidapaulista #areavip https://t.co/PUhRYY2RFh",0,4,"https://twitter.com/cesar1rasec/status/1080232264364118018","","#Feliz2019 #avenidapaulista #areavip","","","pt","","0","0","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>",""
"2019-01-01 22:32:00",1080230183377031168,"TRAPOTHECHILD","@MANIGGACRIS AKA Yokai feat. Fragmentos da Jóia de 4 Almas em Seita e Heresias https://t.co/dBK4x8y4Zy",0,0,"https://twitter.com/TRAPOTHECHILD/status/1080230183377031168","@MANIGGACRIS","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BsG9mHwha_W/?utm_source=ig_twitter_share&igshid=uztiv7dfcgu1"
"2019-01-01 22:20:33",1080227304083664896,"botecodojb","a primeira refeição do ano foi esse maravilhoso arroz de sururu. em Conceição Discos &amp; Comes https://t.co/0XX6L0r3BX",0,2,"https://twitter.com/botecodojb/status/1080227304083664896","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BsG8XDeARPe/?utm_source=ig_twitter_share&igshid=yp77bpsb1imo"
"2019-01-01 22:09:14",1080224457397075968,"BiaBenites20","1/365   que esse novo ano venha e seja repleto de coisas boas!🎇❤️🙏🏻 #newyear #2019 #happy #syinsta #smile em Santana (district of São Paulo) https://t.co/0yKbLhSrkd",0,0,"https://twitter.com/BiaBenites20/status/1080224457397075968","","#newyear #2019 #happy #syinsta #smile","","🎇 ❤ 🙏 🏻","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BsG7D5kAHdq/?utm_source=ig_twitter_share&igshid=6uw390uuixpx"
"2019-01-01 21:53:02",1080220379405258752,"Menduin_","⛈️☁️🌛 em Uotel Downtown https://t.co/ycT6ULXvmh",0,0,"https://twitter.com/Menduin_/status/1080220379405258752","","","","⛈ ☁ 🌛","en","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BsG5NcMh5fT/?utm_source=ig_twitter_share&igshid=189401r6ap89e"
"2019-01-01 21:46:44",1080218795145351168,"juba_kun","Xeretando meu telefone  eu achei uma porrada de vídeos que não lembro de ter filmado da A-Party.

Males de um Open Bar aonde as memórias ficam salvas no telefone.

Foi uma festa muito… https://t.co/nHkWsLJh6z",0,0,"https://twitter.com/juba_kun/status/1080218795145351168","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BsG4dq8lrtJ/?utm_source=ig_twitter_share&igshid=1thu3cc2bk2aw"
