SEQ,LONG,LAT,LOCAL_ED,LOCALIZACA,REFERENCIA,DATA,MES,H_INICIO,H_FIM,DURACAO,DUR_H,id_estacao,codestacao,latitude,longitude,nome,id_municip,rede,tipoestaca,geocodigo,cidade,xcoord,ycoord
7.00000,-46.63881,-23.54941,PC DA BANDEIRA,PC DA BANDEIRA,AV VINTE E TRES DE MAIO-CENTROBAIRRO-SE,2019/01/01,1.00000,18:34:00,19:23:00,00:49:00,0.82000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
13.00000,-46.63858,-23.54891,PC DA BANDEIRA,PC DA BANDEIRA,ALTURA DO NUMERO 27-CENTROBAIRRO-SE,2019/01/03,1.00000,17:27:00,17:42:00,00:15:00,0.25000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
14.00000,-46.63824,-23.55033,AV VINTE E TRES DE MAIO,AV VINTE E TRES DE MAIO LIBERDADE,PC DA BANDEIRA-SANTANAAEROPORTO-SE,2019/01/03,1.00000,19:43:00,20:18:00,00:35:00,0.58000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
15.00000,-46.63483,-23.54211,TUN PAPA JOAO PAULO II,TN PAPA JOAO PAULO II REPUBLICA,AV PRESTES MAIA-SANTANAAEROPORTO-SE,2019/01/03,1.00000,19:52:00,20:04:00,00:12:00,0.20000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
22.00000,-46.62947,-23.54036,R DA CANTAREIRA,R DA CANTAREIRA,AV MERCURIO-BAIRROCENTRO-SE,2019/01/04,1.00000,14:45:00,15:03:00,00:18:00,0.30000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
28.00000,-46.62756,-23.53926,R PAULA SOUSA,R PAULA SOUSA,AV DO ESTADO-AMBOS - LOCAL-SE,2019/01/04,1.00000,15:04:00,15:53:00,00:49:00,0.82000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
32.00000,-46.62704,-23.54312,AV MERCURIO,AV MERCURIO,PC S VITO-UNICO-SE,2019/01/04,1.00000,15:56:00,17:56:00,02:00:00,2.00000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
33.00000,-46.63050,-23.53974,AV SEN QUEIROS,AV SEN QUEIROS,ALTURA DO NUMERO 587-UNICO-SE,2019/01/04,1.00000,17:52:00,19:30:00,01:38:00,1.63000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
41.00000,-46.63824,-23.55033,PC DA BANDEIRA,P├ç DA BANDEIRA,AV 23 DE MAIO-CENTROBAIRRO-SE,2019/01/08,1.00000,16:22:00,17:47:00,01:25:00,1.42000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
44.00000,-46.64246,-23.53650,AV RIO BRANCO,AV RIO BRANCO,AV DUQUE DE CAXIAS-BAIRROCENTRO-SE,2019/01/08,1.00000,17:09:00,17:57:00,00:48:00,0.80000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
79.00000,-46.64950,-23.55577,R MANOEL DUTRA,R MANOEL DUTRA,PC QUATORZE BIS-UNICO-SE,2019/01/17,1.00000,18:37:00,19:22:00,00:45:00,0.75000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
81.00000,-46.63881,-23.54941,PC DA BANDEIRA,PC DA BANDEIRA,AV VINTE E TRES DE MAIO-CENTROBAIRRO-SE,2019/01/17,1.00000,18:41:00,19:27:00,00:46:00,0.77000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
82.00000,-46.64246,-23.53650,AV RIO BRANCO,AV RIO BRANCO,AV DUQUE DE CAXIAS-BAIRROCENTRO-SE,2019/01/17,1.00000,18:57:00,19:35:00,00:38:00,0.63000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
102.00000,-46.64035,-23.55135,R MARIA PAULA,R MARIA PAULA,R STO AMARO-UNICO-SE,2019/01/22,1.00000,15:42:00,16:57:00,01:15:00,1.25000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
103.00000,-46.62704,-23.54312,AV MERCURIO,AV MERCURIO,PC S VITO-UNICO-SE,2019/01/22,1.00000,15:56:00,18:55:00,02:59:00,2.98000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
110.00000,-46.64996,-23.53704,AV S JOAO,AV S JOAO,ALTURA DO N 1821-BAIRROCENTRO-SE,2019/01/22,1.00000,17:25:00,18:29:00,01:04:00,1.07000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
115.00000,-46.64249,-23.53660,AV RIO BRANCO,AV RIO BRANCO,AV DUQ DE CAXIAS-BAIRROCENTRO-SE,2019/01/24,1.00000,16:04:00,16:43:00,00:39:00,0.65000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
118.00000,-46.63824,-23.55033,PC DA BANDEIRA,PC DA BANDEIRA,AV VINTE E TR├â┼áS DE MAIO-BAIRROCENTRO-SE,2019/01/24,1.00000,16:22:00,16:50:00,00:28:00,0.47000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
119.00000,-46.64046,-23.54909,AV NOVE DE JULHO,AV NOVE DE JULHO,PC DA BANDEIRA-AMBOS-SE,2019/01/24,1.00000,16:23:00,16:40:00,00:17:00,0.28000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
122.00000,-46.63891,-23.54981,PC DA BANDEIRA,PC DA BANDEIRA,ALTURA DO NUMERO 0-CENTROBAIRRO-SE,2019/01/24,1.00000,16:32:00,16:40:00,00:08:00,0.13000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
126.00000,-46.62906,-23.55824,R TEIXEIRA LEITE,R TEIXEIRA LEITE,VD DO GLICERIO-CENTROBAIRRO-SE,2019/01/24,1.00000,16:38:00,17:45:00,01:07:00,1.12000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
