date,id,username,text,retweets,favorites,permalink,mentions,hashtags,geo,emojis,lang,verified,replyCount,quoteCount,source,outlinks
"2019-03-01 23:46:54",1101629917106765824,"edufornazzari","I'm at A Balsa in São Paulo  SP https://t.co/b1rND1edtk",0,0,"https://twitter.com/edufornazzari/status/1101629917106765824","","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/dlFX50rXoEj"
"2019-03-01 23:31:35",1101626063451504640,"matheusbianck_","Que se inicie mais um carnaval juntos! 😍

Vai começar o maior espetáculo a céu aberto da terra  vai ter carnaval SIMMMM!! ❤️ em Sambódromo do Anhembi https://t.co/IP6CMpIMsH",0,0,"https://twitter.com/matheusbianck_/status/1101626063451504640","","","","😍 ❤","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/Bue_ZMlFCvAg9H52kI22smjacGt-H1SRNRTejg0/?utm_source=ig_twitter_share&igshid=onyxjbsm47d7"
"2019-03-01 23:30:47",1101625860824551424,"CACAUDH","ESHYLA CONOSCO NESSE CONGRESSO...🎶🎷🎺🎤🎵🎶🎷 em Igreja Apostólica Plenitude do Trono de Deus https://t.co/9HXFejWJqM",0,0,"https://twitter.com/CACAUDH/status/1101625860824551424","","","","🎶 🎷 🎺 🎤 🎵 🎶 🎷","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/Bue-vXFDpZO/?utm_source=ig_twitter_share&igshid=qsmdinqwlaxv"
"2019-03-01 23:27:21",1101624998706466818,"tonycoimbra","I'm at Teatro @PortoSeguro in São Paulo https://t.co/gPbs5jnUAI",0,0,"https://twitter.com/tonycoimbra/status/1101624998706466818","@PortoSeguro","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/eitWHk85wk8"
"2019-03-01 23:24:20",1101624239831027712,"FATIMABEAUX","Aqui ! São Pedro continua nesta Vibe .   em Sambódromo do Anhembi https://t.co/plJDsww1QX",0,0,"https://twitter.com/FATIMABEAUX/status/1101624239831027712","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/Bue-j7thBHBNBqaxH6rE_se2Rtq6GAQfMfJkOk0/?utm_source=ig_twitter_share&igshid=1jxrg8sbyy7l5"
"2019-03-01 23:14:14",1101621696061210624,"AleYoussef","Com bethbelihotmail e Babi  diretoras do iluoba  um pouco antes de começar o cortejo desse bloco maravilhoso  que tradicionalmente abre o carnaval de SP. Uma honra poder ajudar esse lindo… https://t.co/b9fP2CDkGv",0,3,"https://twitter.com/AleYoussef/status/1101621696061210624","","","","","pt","","1","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/Bue9aI7FCWx/?utm_source=ig_twitter_share&igshid=1ql0knqp0kdy0"
"2019-03-01 23:13:55",1101621615996141568,"andersonburger","I'm at Praça da República in São Paulo  SP https://t.co/0v2KGgEGD4",0,0,"https://twitter.com/andersonburger/status/1101621615996141568","","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/awUVEhqPsVj"
"2019-03-01 23:10:56",1101620866180247552,"fabioricarte","#repost lidialozz ❤️
.
Tbt da primeira vez que saí e deixei minha baby em casa  aos 5 meses. 
Foi por uma boa causa! ☺️🏆 Tirei leite materno pra minha mãe dar pra ela de colher. (Os bicos… https://t.co/iHnofpVoN2",0,0,"https://twitter.com/fabioricarte/status/1101620866180247552","","#repost","","❤ ☺ 🏆","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/Bue9B-xhecA/?utm_source=ig_twitter_share&igshid=x21lejm7vpat"
"2019-03-01 23:05:25",1101619477995769857,"caedu024","27/02 🎉 denisefragaoficial DANDO UMA CANJA NO BAILE DE CARNAVAL DO GRUPO #forçanaperuca NO ccolido 🥁🎉🎊👏😍 #denisefraga em Centro Cultural Olido https://t.co/izNvz48CrW",0,0,"https://twitter.com/caedu024/status/1101619477995769857","","#forçanaperuca #denisefraga","","🎉 🥁 🎉 🎊 👏 😍","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/carlos.edu.br08/p/BueLXHrgAHJ/?utm_source=ig_twitter_share&igshid=j1bh5ncq3ibr"
"2019-03-01 23:05:22",1101619466931183618,"pichinavfc","E vai começar... o grande Espetáculo da Terra: confira a ordem dos desfiles de SP. Boa sorte a todas!!! #carnaval #culturaafro #carnaval2019 #carnavalsp #desfiledasescolasdesamba #escolasdesambasp #cultura #culturapopular  #sebebernaodirija #folia #alegria #samba https://t.co/czRtVT4M5J",0,1,"https://twitter.com/pichinavfc/status/1101619466931183618","","#carnaval #culturaafro #carnaval2019 #carnavalsp #desfiledasescolasdesamba #escolasdesambasp #cultura #culturapopular #sebebernaodirija #folia #alegria #samba","","","pt","","0","0","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>",""
